"","ProbabilityThreshold","Species","Life_Stage","Hydraulic","Node","Scenario","Position","QTarget","HTarget","Calculation"
"667","High","Chub","Adult","Velocity","L02-031","210422_San_Juan_Existing_Conditions","slice3",93.53,0.174313823083989,"Q >= newx1High[1] & Q <= newx1High[2]"
"668","High","Chub","Adult","Velocity","L02-031","210422_San_Juan_Existing_Conditions","slice4",0.29,0.740116263884189,"Q >= min_limit & Q <= newx1High"
"669","High","Chub","Adult","Velocity","L02-031","210422_San_Juan_Existing_Conditions","slice1",2.45,0.740116281665709,"Q >= newx1High[1] & Q <= newx1High[2]"
"670","High","Chub","Adult","Velocity","L02-031","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1High"
"671","High","Chub","Adult","Velocity","L02-031","210422_San_Juan_Existing_Conditions","slice3",133.65,0.590507803627716,"Q >= newx1High[1] & Q <= newx1High[2]"
"672","High","Chub","Adult","Velocity","L02-031","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= min_limit & Q <= newx1High"
"673","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice1",35.62,37.6533710780215,"Q >= newx1Low"
"674","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice2",10.75,37.6583557906094,"Q >= newx1Low"
"675","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice3",34.09,37.6511454225042,"Q >= newx1Low"
"676","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice4",2.94,37.6583810552841,"Q >= newx1Low"
"677","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"678","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"679","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"680","Low","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= newx1Low"
"681","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"682","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice2",22.42,53.1892940450947,"Q >= newx1Med"
"683","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"684","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice4",8.28,53.1892758330691,"Q >= newx1Med"
"685","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"686","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"687","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"688","Med","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= newx1Med"
"689","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"690","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice2",40.45,68.7284833359415,"Q >= newx1High"
"691","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"692","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice4",18.08,68.7202618294208,"Q >= newx1High"
"693","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"694","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"695","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"696","High","Chub","Adult","Depth","L02-040","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= newx1High"
"697","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice1",16.02,1.02606845451331,"Q >= min_limit & Q <= newx1Low"
"698","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice2",2.91,1.02597130779231,"Q >= min_limit & Q <= newx1Low"
"699","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice3",22.58,1.0269419178839,"Q >= min_limit & Q <= newx1Low"
"700","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice4",0.34,1.02746190135377,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"701","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"702","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"703","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"704","Low","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice4",0.42,1.02746190135377,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"705","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice1",6.47,0.129691157021865,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"706","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice2",0.56,0.129694099340581,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"707","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice3",5.91,0.129732672706768,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"708","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice4",0.24,0.874299502595335,"Q >= min_limit & Q <= newx1Med"
"709","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice1",14.3,0.872216014808638,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"710","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice2",2.17,0.872194456185838,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"711","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice3",19.83,0.872168514521275,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"712","Med","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= min_limit & Q <= newx1Med"
"713","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice1",7.19,0.261782447110938,"Q >= newx1High[1] & Q <= newx1High[2]"
"714","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice2",0.69,0.261772376179214,"Q >= newx1High[1] & Q <= newx1High[2]"
"715","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice3",6.61,0.261798015523708,"Q >= newx1High[1] & Q <= newx1High[2]"
"716","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice4",0.14,0.743370929161311,"Q >= min_limit & Q <= newx1High"
"717","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice1",12.68,0.740113104199581,"Q >= newx1High[1] & Q <= newx1High[2]"
"718","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice2",1.78,0.740116170614249,"Q >= newx1High[1] & Q <= newx1High[2]"
"719","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice3",13.16,0.740090034678675,"Q >= newx1High[1] & Q <= newx1High[2]"
"720","High","Chub","Adult","Velocity","L02-040","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= min_limit & Q <= newx1High"
"721","Low","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"722","Low","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice2",1.37,37.6583792913845,"Q >= newx1Low"
"723","Low","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"724","Low","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"725","Low","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"726","Low","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"727","Med","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"728","Med","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice2",4.12,53.1892758334904,"Q >= newx1Med"
"729","Med","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"730","Med","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"731","Med","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"732","Med","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"733","High","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"734","High","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice2",8.86,68.7209760284703,"Q >= newx1High"
"735","High","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"736","High","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"737","High","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"738","High","Chub","Adult","Depth","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"739","Low","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"740","Low","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice2",6.78,1.02597130970828,"Q >= min_limit & Q <= newx1Low"
"741","Low","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice3",81.36,0.141171531341952,"Q >= newx1Low"
"742","Low","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"743","Low","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"744","Low","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"745","Med","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"746","Med","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice2",3.26,0.872194436281545,"Q >= min_limit & Q <= newx1Med"
"747","Med","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice3",91.72,0.282343062683904,"Q >= newx1Med"
"748","Med","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"749","Med","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Med"
"750","Med","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"751","High","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"752","High","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice2",2.38,0.740116055504934,"Q >= min_limit & Q <= newx1High"
"753","High","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice3",102.08,0.423514594025855,"Q >= newx1High"
"754","High","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"755","High","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1High"
"756","High","Chub","Adult","Velocity","L02-041","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"757","Low","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice1",6.27,37.6583812163565,"Q >= newx1Low"
"758","Low","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice2",2.4,37.6583785425462,"Q >= newx1Low"
"759","Low","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice3",2.4,37.6583785425462,"Q >= newx1Low"
"760","Low","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"761","Low","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"762","Low","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"763","Med","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice1",9.8,53.1892775734448,"Q >= newx1Med"
"764","Med","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice2",4.73,53.1892758370275,"Q >= newx1Med"
"765","Med","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice3",4.73,53.1892758370275,"Q >= newx1Med"
"766","Med","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1Med"
"767","Med","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"768","Med","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"769","High","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice1",14.15,68.7207892055247,"Q >= newx1High"
"770","High","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice2",7.82,68.7202690821047,"Q >= newx1High"
"771","High","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice3",7.82,68.7202690821047,"Q >= newx1High"
"772","High","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1High"
"773","High","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"774","High","Chub","Adult","Depth","L02-050","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"775","Low","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice1",3.62,1.02597696680862,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"776","Low","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice2",0.47,1.0259713418782,"Q >= min_limit & Q <= newx1Low"
"777","Low","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice3",0.78,1.02597129931717,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"778","Low","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice1",5.49,1.02597696680862,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"779","Low","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"780","Low","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice3",2.25,1.02597129931717,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"781","Med","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice1",1.06,0.129694095219635,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"782","Med","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice2",0.32,0.872194458229522,"Q >= min_limit & Q <= newx1Med"
"783","Med","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice3",0.47,0.872194433434213,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"784","Med","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice1",4.93,0.872194868438761,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"785","Med","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Med"
"786","Med","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice3",1.84,0.872194433434213,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"787","High","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice1",1.26,0.261772319207714,"Q >= newx1High[1] & Q <= newx1High[2]"
"788","High","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice2",0.01,0.261772275605566,"Q >= newx1High[1] & Q <= newx1High[2]"
"789","High","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice3",0.01,0.261772275773456,"Q >= newx1High[1] & Q <= newx1High[2]"
"790","High","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice1",4.53,0.740116253134828,"Q >= newx1High[1] & Q <= newx1High[2]"
"791","High","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice2",0.21,0.740116263663825,"Q >= newx1High[1] & Q <= newx1High[2]"
"792","High","Chub","Adult","Velocity","L02-050","210422_San_Juan_Existing_Conditions","slice3",1.56,0.740116261197988,"Q >= newx1High[1] & Q <= newx1High[2]"
"793","Low","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice1",6.25,37.6583209588643,"Q >= newx1Low"
"794","Low","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice2",2.18,37.6583818288039,"Q >= newx1Low"
"795","Low","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice3",33.61,36.3970704506145,"Q >= newx1Low"
"796","Low","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"797","Low","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"798","Low","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"799","Med","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice1",9.79,53.1892758895253,"Q >= newx1Med"
"800","Med","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice2",4.45,53.1892758377973,"Q >= newx1Med"
"801","Med","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice3",44.17,53.2324894749323,"Q >= newx1Med"
"802","Med","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1Med"
"803","Med","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"804","Med","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"805","High","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice1",14.42,68.7214906098055,"Q >= newx1High"
"806","High","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice2",7.46,68.7201974488648,"Q >= newx1High"
"807","High","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"808","High","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1High"
"809","High","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"810","High","Chub","Adult","Depth","L02-051","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q < 0"
"811","Low","Chub","Adult","Velocity","L02-051","210422_San_Juan_Existing_Conditions","slice1",14.28,1.02613370572823,"Q >= min_limit & Q <= newx1Low"
"812","Low","Chub","Adult","Velocity","L02-051","210422_San_Juan_Existing_Conditions","slice2",0.45,1.02597132098892,"Q >= min_limit & Q <= newx1Low"
"813","Low","Chub","Adult","Velocity","L02-051","210422_San_Juan_Existing_Conditions","slice3",21.64,1.02732537823564,"Q <= newx1Low[1] & Q >= newx1Low[2]"
